"FormID","ChemID","Chemical","Formulation","TG3ID","TherapeuticGrp3","TG2ID","TherapeuticGrp2","TG1ID","TherapeuticGrp1","BaseUnits","PropPharmPresc"
"248304","2483","Aciclovir","Eye oint 3%","310301","Anti-Infective Preparations","3103","Eye Preparations","31","Sensory Organs","g",98.8913824057451
"248306","2483","Aciclovir","Tab dispersible 200 mg","161907","Herpesvirus Treatments","1619","Antivirals","16","Infections - Agents for Systemic Use","tab",99.6284991897248
"248307","2483","Aciclovir","Tab dispersible 400 mg","161907","Herpesvirus Treatments","1619","Antivirals","16","Infections - Agents for Systemic Use","tab",99.8445689524268
"248308","2483","Aciclovir","Tab dispersible 800 mg","161907","Herpesvirus Treatments","1619","Antivirals","16","Infections - Agents for Systemic Use","tab",98.5988447733842
"236201","2362","Acipimox","Cap 250 mg","73202","Other Lipid-Modifying Agents","732","Lipid-Modifying Agents","7","Cardiovascular System","cap",100
"236301","2363","Acitretin","Cap 10 mg","101901","Psoriasis and Eczema Preparations","1019","Psoriasis and Eczema Preparations","10","Dermatologicals","cap",100
"236302","2363","Acitretin","Cap 25 mg","101901","Psoriasis and Eczema Preparations","1019","Psoriasis and Eczema Preparations","10","Dermatologicals","cap",100
"415527","4155","Adalimumab (Amgevita)","Inj 20 mg per 0.4 ml prefilled syringe","250704","Monoclonal Antibodies","2507","Immunosuppressants","25","Oncology Agents and Immunosuppressants","inj",100
"415525","4155","Adalimumab (Amgevita)","Inj 40 mg per 0.8 ml prefilled pen","250704","Monoclonal Antibodies","2507","Immunosuppressants","25","Oncology Agents and Immunosuppressants","inj",100
"415526","4155","Adalimumab (Amgevita)","Inj 40 mg per 0.8 ml prefilled syringe","250704","Monoclonal Antibodies","2507","Immunosuppressants","25","Oncology Agents and Immunosuppressants","inj",100
"383629","3836","Adalimumab (Humira - Alternative brand)","Inj 20 mg per 0.2 ml prefilled syringe","250704","Monoclonal Antibodies","2507","Immunosuppressants","25","Oncology Agents and Immunosuppressants","inj",100
"383627","3836","Adalimumab (Humira - Alternative brand)","Inj 20 mg per 0.4 ml prefilled syringe","250704","Monoclonal Antibodies","2507","Immunosuppressants","25","Oncology Agents and Immunosuppressants","inj",100
"383631","3836","Adalimumab (Humira - Alternative brand)","Inj 40 mg per 0.4 ml prefilled pen","250704","Monoclonal Antibodies","2507","Immunosuppressants","25","Oncology Agents and Immunosuppressants","inj",100
"383630","3836","Adalimumab (Humira - Alternative brand)","Inj 40 mg per 0.4 ml prefilled syringe","250704","Monoclonal Antibodies","2507","Immunosuppressants","25","Oncology Agents and Immunosuppressants","inj",100
"383626","3836","Adalimumab (Humira - Alternative brand)","Inj 40 mg per 0.8 ml prefilled pen","250704","Monoclonal Antibodies","2507","Immunosuppressants","25","Oncology Agents and Immunosuppressants","inj",100
"383625","3836","Adalimumab (Humira - Alternative brand)","Inj 40 mg per 0.8 ml prefilled syringe","250704","Monoclonal Antibodies","2507","Immunosuppressants","25","Oncology Agents and Immunosuppressants","inj",100
"391525","3915","Adapalene","Crm 0.1%","100101","Antiacne Preparations","1001","Antiacne Preparations","10","Dermatologicals","g",100
"391526","3915","Adapalene","Gel 0.1%","100101","Antiacne Preparations","1001","Antiacne Preparations","10","Dermatologicals","g",100
"385525","3855","Adefovir dipivoxil","Tab 10 mg","161905","Hepatitis B Treatment","1619","Antivirals","16","Infections - Agents for Systemic Use","tab",100
"101525","1015","Adrenaline","Inj 0.15 mg per 0.3 ml auto-injector","280104","Allergic Emergencies","2801","Antiallergy Preparations","28","Respiratory System and Allergies","inj",100
"101526","1015","Adrenaline","Inj 0.3 mg per 0.3 ml auto-injector","280104","Allergic Emergencies","2801","Antiallergy Preparations","28","Respiratory System and Allergies","inj",100
"101501","1015","Adrenaline","Inj 1 in 1,000, 1 ml ampoule","73701","Sympathomimetics","737","Sympathomimetics","7","Cardiovascular System","inj",4.67232726955937
"101502","1015","Adrenaline","Inj 1 in 10,000, 10 ml ampoule","73701","Sympathomimetics","737","Sympathomimetics","7","Cardiovascular System","inj",1.47783251231527
"409825","4098","Aflibercept","Inj 40 mg per ml, 0.1 ml vial","250704","Monoclonal Antibodies","2507","Immunosuppressants","25","Oncology Agents and Immunosuppressants","inj",100
"412125","4121","Alectinib","Cap 150 mg","250109","Protein-tyrosine Kinase Inhibitors","2501","Chemotherapeutic Agents","25","Oncology Agents and Immunosuppressants","cap",100
"103725","1037","Alendronate sodium","Tab 70 mg","190802","Alendronate for Osteoporosis","1908","Drugs Affecting Bone Metabolism","19","Musculoskeletal System","tab",99.9938626454349
"386826","3868","Alendronate sodium with colecalciferol","Tab 70 mg with colecalciferol 5,600 iu","190802","Alendronate for Osteoporosis","1908","Drugs Affecting Bone Metabolism","19","Musculoskeletal System","tab",99.9936656282971
"102001","1020","Alfacalcidol","Cap 0.25 mcg","13710","Vitamin D","137","Vitamins","1","Alimentary Tract and Metabolism","cap",99.9917993949776
"102002","1020","Alfacalcidol","Cap 1 mcg","13710","Vitamin D","137","Vitamins","1","Alimentary Tract and Metabolism","cap",99.9916864459972
"102003","1020","Alfacalcidol","Oral drops 2 mcg per ml","13710","Vitamin D","137","Vitamins","1","Alimentary Tract and Metabolism","ml",100
"102103","1021","Alginic acid","Sodium alginate 225 mg and magnesium alginate 87.5 mg per sachet","10102","Antacids and Reflux Barrier Agents","101","Antacids and Antiflatulents","1","Alimentary Tract and Metabolism","sach",99.9179123256553
"102601","1026","Allopurinol","Tab 100 mg","191301","Hyperuricaemia and Antigout","1913","Hyperuricaemia and Antigout","19","Musculoskeletal System","tab",99.9777857824562
"102602","1026","Allopurinol","Tab 300 mg","191301","Hyperuricaemia and Antigout","1913","Hyperuricaemia and Antigout","19","Musculoskeletal System","tab",99.9893161333818
"103804","1038","Aluminium hydroxide","Tab 600 mg","10104","Phosphate Binding Agents","101","Antacids and Antiflatulents","1","Alimentary Tract and Metabolism","tab",99.9870290921897
"104801","1048","Amantadine hydrochloride","Cap 100 mg","220101","Dopamine Agonists and Related Agents","2201","Agents for Parkinsonism and Related Disorders","22","Nervous System","cap",99.9813155903338
"390426","3904","Ambrisentan","Tab 10 mg","74005","Endothelin Receptor Antagonists","740","Vasodilators","7","Cardiovascular System","tab",100
"390425","3904","Ambrisentan","Tab 5 mg","74005","Endothelin Receptor Antagonists","740","Vasodilators","7","Cardiovascular System","tab",100
"105004","1050","Amiloride hydrochloride","Oral liq 1 mg per ml","73104","Potassium Sparing Diuretics","731","Diuretics","7","Cardiovascular System","ml",100
"105001","1050","Amiloride hydrochloride","Tab 5 mg","73104","Potassium Sparing Diuretics","731","Diuretics","7","Cardiovascular System","tab",100
"105101","1051","Amiloride hydrochloride with furosemide","Tab 5 mg with furosemide 40 mg","73107","Potassium Sparing Combination Diuretics","731","Diuretics","7","Cardiovascular System","tab",99.8882739646527
"105301","1053","Amiloride hydrochloride with hydrochlorothiazide","Tab 5 mg with hydrochlorothiazide 50 mg","73107","Potassium Sparing Combination Diuretics","731","Diuretics","7","Cardiovascular System","tab",99.927158036754
"294501","2945","Amino acid formula","Powder","421806","Gastrointestinal and Other Malabsorptive Problems","4218","Infant Formulae","42","Special Foods","g",100
"294525","2945","Amino acid formula","Powder (unflavoured)","421806","Gastrointestinal and Other Malabsorptive Problems","4218","Infant Formulae","42","Special Foods","g",100
"294527","2945","Amino acid formula","Powder (vanilla)","421806","Gastrointestinal and Other Malabsorptive Problems","4218","Infant Formulae","42","Special Foods","g",100
"418728","4187","Aminoacid formula without lysine","Powder (neutral), 18 g sachets","421215","Supplements for Glutaric Aciduria type 1","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","sach",100
"418725","4187","Aminoacid formula without lysine","Powder, 12.5 g sachets","421215","Supplements for Glutaric Aciduria type 1","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","sach",100
"418727","4187","Aminoacid formula without lysine","Powder, can","421215","Supplements for Glutaric Aciduria type 1","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","g",100
"290430","2904","Aminoacid formula without methionine","Liquid (juicy berries), 125 ml bottle","421201","Supplements For Homocystinuria","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","btl",100
"290401","2904","Aminoacid formula without methionine","Powder (neutral), can","421201","Supplements For Homocystinuria","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","g",100
"290426","2904","Aminoacid formula without methionine","Powder, 25 g sachets","421201","Supplements For Homocystinuria","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","sach",100
"290505","2905","Aminoacid formula without phenylalanine","Infant formula","421205","Supplements For PKU","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","g",100
"290531","2905","Aminoacid formula without phenylalanine","Liquid (berry)","421205","Supplements For PKU","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","ml",100
"290534","2905","Aminoacid formula without phenylalanine","Liquid (forest berries), 250 ml carton","421205","Supplements For PKU","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","pack",100
"290538","2905","Aminoacid formula without phenylalanine","Liquid (juicy berries) 125 ml","421205","Supplements For PKU","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","pack",100
"290537","2905","Aminoacid formula without phenylalanine","Liquid (juicy berries) 62.5 ml","421205","Supplements For PKU","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","pack",100
"290540","2905","Aminoacid formula without phenylalanine","Liquid (juicy orange) 125 ml","421205","Supplements For PKU","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","pack",100
"290539","2905","Aminoacid formula without phenylalanine","Liquid (juicy orange) 62.5 ml","421205","Supplements For PKU","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","pack",100
"290542","2905","Aminoacid formula without phenylalanine","Liquid (juicy tropical) 125 ml","421205","Supplements For PKU","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","pack",100
"290530","2905","Aminoacid formula without phenylalanine","Liquid (orange)","421205","Supplements For PKU","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","ml",100
"290533","2905","Aminoacid formula without phenylalanine","Liquid (unflavoured)","421205","Supplements For PKU","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","ml",100
"290543","2905","Aminoacid formula without phenylalanine","Oral semi-solid (berries) 109 g","421205","Supplements For PKU","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","pack",100
"290554","2905","Aminoacid formula without phenylalanine","Powder (Neutral), 12.5 g sachets","421205","Supplements For PKU","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","sach",100
"290557","2905","Aminoacid formula without phenylalanine","Powder (Neutral), 34 g sachets","421205","Supplements For PKU","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","sach",100
"290556","2905","Aminoacid formula without phenylalanine","Powder (Orange), 34 g sachets","421205","Supplements For PKU","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","sach",100
"290559","2905","Aminoacid formula without phenylalanine","Powder (Tropical), 34 g sachets","421205","Supplements For PKU","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","sach",100
"290549","2905","Aminoacid formula without phenylalanine","Powder (berry) 28 g sachets","421205","Supplements For PKU","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","sach",100
"290546","2905","Aminoacid formula without phenylalanine","Powder (chocolate) 36 g sachet","421205","Supplements For PKU","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","sach",100
"290551","2905","Aminoacid formula without phenylalanine","Powder (neutral) 28 g sachets","421205","Supplements For PKU","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","sach",100
"290552","2905","Aminoacid formula without phenylalanine","Powder (neutral) 36 g sachets","421205","Supplements For PKU","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","sach",100
"290506","2905","Aminoacid formula without phenylalanine","Powder (orange)","421205","Supplements For PKU","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","g",100
"290550","2905","Aminoacid formula without phenylalanine","Powder (orange) 28 g sachets","421205","Supplements For PKU","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","sach",100
"290548","2905","Aminoacid formula without phenylalanine","Powder (orange) 36 g sachet","421205","Supplements For PKU","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","sach",100
"290507","2905","Aminoacid formula without phenylalanine","Powder (unflavoured)","421205","Supplements For PKU","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","g",100
"290561","2905","Aminoacid formula without phenylalanine","Powder (unflavoured) 12.5 g sachets","421205","Supplements For PKU","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","sach",100
"290544","2905","Aminoacid formula without phenylalanine","Powder (unflavoured) 27.8 g sachets","421205","Supplements For PKU","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","sach",100
"290547","2905","Aminoacid formula without phenylalanine","Powder (unflavoured) 28 g sachets","421205","Supplements For PKU","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","sach",100
"290541","2905","Aminoacid formula without phenylalanine","Powder (unflavoured) 36 g sachets","421205","Supplements For PKU","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","sach",100
"290545","2905","Aminoacid formula without phenylalanine","Powder (vanilla) 36 g sachet","421205","Supplements For PKU","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","sach",100
"290526","2905","Aminoacid formula without phenylalanine","Tabs","421205","Supplements For PKU","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","tab",100
"418425","4184","Aminoacid formula without phenylalanine and tyrosine","Powder (Neutral), 12.5 g sachets","421212","Supplements for Tyrosinaemia","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","sach",100
"418426","4184","Aminoacid formula without phenylalanine and tyrosine","Powder (neutral) 36 g sachets","421212","Supplements for Tyrosinaemia","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","sach",100
"290628","2906","Aminoacid formula without valine, leucine and isoleucine","Powder (neutral) 36 g sachets","421202","Supplements For MSUD and short chain enoyl coA hydratase deficiency","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","sach",100
"290601","2906","Aminoacid formula without valine, leucine and isoleucine","Powder (orange), can","421202","Supplements For MSUD and short chain enoyl coA hydratase deficiency","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","g",100
"290627","2906","Aminoacid formula without valine, leucine and isoleucine","Powder (unflavoured), can","421202","Supplements For MSUD and short chain enoyl coA hydratase deficiency","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","g",100
"290626","2906","Aminoacid formula without valine, leucine and isoleucine","Powder, 25 g sachets","421202","Supplements For MSUD and short chain enoyl coA hydratase deficiency","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","sach",100
"105601","1056","Aminophylline","Inj 25 mg per ml, 10 ml ampoule","284302","Methylxanthines","2843","Methylxanthines","28","Respiratory System and Allergies","inj",0.119232144986288
"105703","1057","Amiodarone hydrochloride","Inj 50 mg per ml, 3 ml ampoule","71301","Antiarrhythmics","713","Antiarrhythmics","7","Cardiovascular System","inj",0.117716303708064
"105701","1057","Amiodarone hydrochloride","Tab 100 mg","71301","Antiarrhythmics","713","Antiarrhythmics","7","Cardiovascular System","tab",99.9345911637068
"105702","1057","Amiodarone hydrochloride","Tab 200 mg","71301","Antiarrhythmics","713","Antiarrhythmics","7","Cardiovascular System","tab",99.4009736841447
"388428","3884","Amisulpride","Oral liq 100 mg per ml","222201","General","2222","Antipsychotics","22","Nervous System","ml",100
"388425","3884","Amisulpride","Tab 100 mg","222201","General","2222","Antipsychotics","22","Nervous System","tab",99.9956079463096
"388426","3884","Amisulpride","Tab 200 mg","222201","General","2222","Antipsychotics","22","Nervous System","tab",99.9989299752628
"388427","3884","Amisulpride","Tab 400 mg","222201","General","2222","Antipsychotics","22","Nervous System","tab",100
"105901","1059","Amitriptyline","Tab 10 mg","220501","Cyclic and Related Agents","2205","Antidepressants","22","Nervous System","tab",99.9729511627858
"105902","1059","Amitriptyline","Tab 25 mg","220501","Cyclic and Related Agents","2205","Antidepressants","22","Nervous System","tab",99.971951898773
"105903","1059","Amitriptyline","Tab 50 mg","220501","Cyclic and Related Agents","2205","Antidepressants","22","Nervous System","tab",99.9911339771207
"279302","2793","Amlodipine","Tab 10 mg","72201","Dihydropyridine Calcium Channel Blockers","722","Calcium Channel Blockers","7","Cardiovascular System","tab",99.9950770967546
"279325","2793","Amlodipine","Tab 2.5 mg","72201","Dihydropyridine Calcium Channel Blockers","722","Calcium Channel Blockers","7","Cardiovascular System","tab",99.9854097716482
"279301","2793","Amlodipine","Tab 5 mg","72201","Dihydropyridine Calcium Channel Blockers","722","Calcium Channel Blockers","7","Cardiovascular System","tab",99.9849973112592
"283201","2832","Amorolfine","Nail soln 5%","100701","Antifungals Topical","1007","Antifungals Topical","10","Dermatologicals","ml",100
"107202","1072","Amoxicillin","Cap 250 mg","160307","Penicillins","1603","Antibacterials","16","Infections - Agents for Systemic Use","cap",80.1771469439401
"107203","1072","Amoxicillin","Cap 500 mg","160307","Penicillins","1603","Antibacterials","16","Infections - Agents for Systemic Use","cap",95.8343922242026
"107205","1072","Amoxicillin","Grans for oral liq 125 mg per 5 ml","160307","Penicillins","1603","Antibacterials","16","Infections - Agents for Systemic Use","ml",93.5988885296437
"107206","1072","Amoxicillin","Grans for oral liq 250 mg per 5 ml","160307","Penicillins","1603","Antibacterials","16","Infections - Agents for Systemic Use","ml",93.7784045869729
"107208","1072","Amoxicillin","Inj 1 g vial","160307","Penicillins","1603","Antibacterials","16","Infections - Agents for Systemic Use","inj",2.9250908577679
"107210","1072","Amoxicillin","Inj 250 mg vial","160307","Penicillins","1603","Antibacterials","16","Infections - Agents for Systemic Use","inj",5.18783542039356
"107209","1072","Amoxicillin","Inj 500 mg vial","160307","Penicillins","1603","Antibacterials","16","Infections - Agents for Systemic Use","inj",5.02365397612075
"107002","1070","Amoxicillin with clavulanic acid","Grans for oral liq amoxicillin 25 mg with clavulanic acid 6.25 mg per ml","160307","Penicillins","1603","Antibacterials","16","Infections - Agents for Systemic Use","ml",93.2594692760541
"107004","1070","Amoxicillin with clavulanic acid","Grans for oral liq amoxicillin 50 mg with clavulanic acid 12.5 mg per ml","160307","Penicillins","1603","Antibacterials","16","Infections - Agents for Systemic Use","ml",95.1093262671067
"107001","1070","Amoxicillin with clavulanic acid","Tab 500 mg with clavulanic acid 125 mg","160307","Penicillins","1603","Antibacterials","16","Infections - Agents for Systemic Use","tab",96.4014947835518
"107401","1074","Amphotericin B","Lozenges 10 mg","13107","Oropharyngeal Anti-infectives","131","Mouth and Throat","1","Alimentary Tract and Metabolism","tab",99.7665208023432
"384325","3843","Anagrelide hydrochloride","Cap 0.5 mg","250107","Other Cytotoxic Agents","2501","Chemotherapeutic Agents","25","Oncology Agents and Immunosuppressants","cap",100
"115801","1158","Anastrozole","Tab 1 mg","250404","Aromatase Inhibitors","2504","Endocrine Therapy","25","Oncology Agents and Immunosuppressants","tab",99.9899445402721
"102425","1024","Apomorphine hydrochloride","Inj 10 mg per ml, 2 ml ampoule","220101","Dopamine Agonists and Related Agents","2201","Agents for Parkinsonism and Related Disorders","22","Nervous System","inj",99.9587484272838
"102426","1024","Apomorphine hydrochloride","Inj 10 mg per ml, 5 ml ampoule","220101","Dopamine Agonists and Related Agents","2201","Agents for Parkinsonism and Related Disorders","22","Nervous System","inj",99.9309846409955
"389925","3899","Aprepitant","Cap 2 x 80 mg and 1 x 125 mg","221601","Antinausea and Vertigo Agents","2216","Antinausea and Vertigo Agents","22","Nervous System","cap",99.9988194182093
"321301","3213","Aqueous cream","Crm","101504","Emollients","1015","Barrier Creams and Emollients","10","Dermatologicals","g",99.6445652971215
"387831","3878","Aripiprazole","Inj 300 mg vial","222204","Depot Injections","2222","Antipsychotics","22","Nervous System","inj",100
"387832","3878","Aripiprazole","Inj 400 mg vial","222204","Depot Injections","2222","Antipsychotics","22","Nervous System","inj",100
"387825","3878","Aripiprazole","Tab 10 mg","222201","General","2222","Antipsychotics","22","Nervous System","tab",99.9799947502147
"387826","3878","Aripiprazole","Tab 15 mg","222201","General","2222","Antipsychotics","22","Nervous System","tab",99.99780463522
"387827","3878","Aripiprazole","Tab 20 mg","222201","General","2222","Antipsychotics","22","Nervous System","tab",99.9991285984459
"387828","3878","Aripiprazole","Tab 30 mg","222201","General","2222","Antipsychotics","22","Nervous System","tab",99.9935194615969
"387829","3878","Aripiprazole","Tab 5 mg","222201","General","2222","Antipsychotics","22","Nervous System","tab",99.9847198085853
"108403","1084","Ascorbic acid","Powder","380101","Extemporaneously Compounded Preparations and Galenicals","3801","Extemporaneously Compounded Preparations and Galenicals","38","Extemporaneously Compounded Preparations and Galenicals","g",100
"108401","1084","Ascorbic acid","Tab 100 mg","13707","Vitamin C","137","Vitamins","1","Alimentary Tract and Metabolism","tab",100
"108725","1087","Aspirin","Tab 100 mg","40701","Antiplatelet Agents","407","Antithrombotic Agents","4","Blood and Blood Forming Organs","tab",99.924309001236
"108701","1087","Aspirin","Tab dispersible 300 mg","220404","Non-opioid Analgesics","2204","Analgesics","22","Nervous System","tab",90.0140386947468
"386125","3861","Atazanavir sulphate","Cap 150 mg","162005","Protease Inhibitors","1620","Antiretrovirals","16","Infections - Agents for Systemic Use","cap",100
"386126","3861","Atazanavir sulphate","Cap 200 mg","162005","Protease Inhibitors","1620","Antiretrovirals","16","Infections - Agents for Systemic Use","cap",100
"109425","1094","Atenolol","Oral liq 25 mg per 5 ml","71601","Beta Adrenoceptor Blockers","716","Beta-Adrenoceptor Blockers","7","Cardiovascular System","ml",99.9619047619048
"109402","1094","Atenolol","Tab 100 mg","71601","Beta Adrenoceptor Blockers","716","Beta-Adrenoceptor Blockers","7","Cardiovascular System","tab",99.9706513851562
"109401","1094","Atenolol","Tab 50 mg","71601","Beta Adrenoceptor Blockers","716","Beta-Adrenoceptor Blockers","7","Cardiovascular System","tab",99.9267937136057
"388725","3887","Atomoxetine","Cap 10 mg","223101","Stimulants/ADHD Treatments","2231","Stimulants/ADHD Treatments","22","Nervous System","cap",100
"388731","3887","Atomoxetine","Cap 100 mg","223101","Stimulants/ADHD Treatments","2231","Stimulants/ADHD Treatments","22","Nervous System","cap",100
"388726","3887","Atomoxetine","Cap 18 mg","223101","Stimulants/ADHD Treatments","2231","Stimulants/ADHD Treatments","22","Nervous System","cap",100
"388727","3887","Atomoxetine","Cap 25 mg","223101","Stimulants/ADHD Treatments","2231","Stimulants/ADHD Treatments","22","Nervous System","cap",100
"388728","3887","Atomoxetine","Cap 40 mg","223101","Stimulants/ADHD Treatments","2231","Stimulants/ADHD Treatments","22","Nervous System","cap",99.9977347429273
"388729","3887","Atomoxetine","Cap 60 mg","223101","Stimulants/ADHD Treatments","2231","Stimulants/ADHD Treatments","22","Nervous System","cap",100
"388730","3887","Atomoxetine","Cap 80 mg","223101","Stimulants/ADHD Treatments","2231","Stimulants/ADHD Treatments","22","Nervous System","cap",100
"113701","1137","Atorvastatin","Tab 10 mg","73204","HMG CoA Reductase Inhibitors (Statins)","732","Lipid-Modifying Agents","7","Cardiovascular System","tab",99.9911848322269
"113702","1137","Atorvastatin","Tab 20 mg","73204","HMG CoA Reductase Inhibitors (Statins)","732","Lipid-Modifying Agents","7","Cardiovascular System","tab",99.9890498601518
"113703","1137","Atorvastatin","Tab 40 mg","73204","HMG CoA Reductase Inhibitors (Statins)","732","Lipid-Modifying Agents","7","Cardiovascular System","tab",99.988645569206
"113725","1137","Atorvastatin","Tab 80 mg","73204","HMG CoA Reductase Inhibitors (Statins)","732","Lipid-Modifying Agents","7","Cardiovascular System","tab",99.9958446753458
"109706","1097","Atropine sulphate","Eye drops 1%","310310","Mydriatics and Cycloplegics","3103","Eye Preparations","31","Sensory Organs","ml",97.7578798281201
"109703","1097","Atropine sulphate","Inj 600 mcg per ml, 1 ml ampoule","71301","Antiarrhythmics","713","Antiarrhythmics","7","Cardiovascular System","inj",5.9107072473632
"109901","1099","Auranofin","Tab 3 mg","190701","Antirheumatoid Agents","1907","Antirheumatoid Agents","19","Musculoskeletal System","tab",100
"110002","1100","Azathioprine","Inj 50 mg vial","250701","Cytotoxic Immunosuppressants","2507","Immunosuppressants","25","Oncology Agents and Immunosuppressants","inj",100
"110025","1100","Azathioprine","Tab 25 mg","250701","Cytotoxic Immunosuppressants","2507","Immunosuppressants","25","Oncology Agents and Immunosuppressants","tab",99.9981602370583
"110001","1100","Azathioprine","Tab 50 mg","250701","Cytotoxic Immunosuppressants","2507","Immunosuppressants","25","Oncology Agents and Immunosuppressants","tab",99.9944769676758
"117825","1178","Azithromycin","Grans for oral liq 200 mg per 5 ml (40 mg per ml)","160304","Macrolides","1603","Antibacterials","16","Infections - Agents for Systemic Use","ml",98.855149551699
"117826","1178","Azithromycin","Tab 250 mg","160304","Macrolides","1603","Antibacterials","16","Infections - Agents for Systemic Use","tab",99.4070217710526
"117801","1178","Azithromycin","Tab 500 mg","160304","Macrolides","1603","Antibacterials","16","Infections - Agents for Systemic Use","tab",80.8099381759741
"236425","2364","Baclofen","Inj 0.05 mg per ml, 1 ml ampoule","191601","Muscle Relaxants","1916","Muscle Relaxants","19","Musculoskeletal System","inj",100
