"Type","ChemID","Chemical","District","YearDisp","NumDisps","NumPpl","NHIComp"
"Initial dispensings","1835","Mupirocin","Southern",2023,"1889","1644",100
"Initial dispensings","1835","Mupirocin","Canterbury",2023,"2615","2319",100
"Initial dispensings","1835","Mupirocin","Northland",2023,"1566","1384",100
"Initial dispensings","1835","Mupirocin","Capital & Coast",2023,"2005","1796",100
"Initial dispensings","1835","Mupirocin","Nelson Marlborough",2023,"594","524",100
"Initial dispensings","1835","Mupirocin","Auckland",2023,"3643","3212",100
"Initial dispensings","1835","Mupirocin","Whanganui",2023,"593","505",100
"Initial dispensings","1835","Mupirocin","Hawke's Bay",2023,"1037","939",100
"Initial dispensings","1835","Mupirocin","MidCentral",2023,"932","783",100
"Initial dispensings","1835","Mupirocin","Lakes",2023,"670","605",100
"Initial dispensings","1835","Mupirocin","Hutt Valley",2023,"709","618",100
"Initial dispensings","1835","Mupirocin","Taranaki",2023,"651","586",100
"Initial dispensings","1835","Mupirocin","Wairarapa",2023,"227","198",100
"Initial dispensings","1835","Mupirocin","Tairawhiti",2023,"344","315",100
"Initial dispensings","1835","Mupirocin","South Canterbury",2023,"322","289",100
"Initial dispensings","1835","Mupirocin","West Coast",2023,"86","77",100
"Initial dispensings","1835","Mupirocin","New Zealand",2023,"33709","29987",100
"Initial dispensings","1835","Mupirocin","Waitemata",2024,"5862","5279",100
"Initial dispensings","1835","Mupirocin","Counties Manukau",2024,"4343","3872",100
"Initial dispensings","1835","Mupirocin","Auckland",2024,"3466","3028",100
"Initial dispensings","1835","Mupirocin","Bay of Plenty",2024,"2318","2109",100
"Initial dispensings","1835","Mupirocin","MidCentral",2024,"916","782",100
"Initial dispensings","1835","Mupirocin","Northland",2024,"1559","1355",100
"Initial dispensings","1835","Mupirocin","Waikato",2024,"3051","2718",100
"Initial dispensings","1835","Mupirocin","Capital & Coast",2024,"1850","1629",100
"Initial dispensings","1835","Mupirocin","Canterbury",2024,"2498","2253",100
"Initial dispensings","1835","Mupirocin","Nelson Marlborough",2024,"639","583",100
"Initial dispensings","1835","Mupirocin","Hutt Valley",2024,"652","568",100
"Initial dispensings","1835","Mupirocin","Lakes",2024,"728","654",100
"Initial dispensings","1835","Mupirocin","Hawke's Bay",2024,"1377","1240",100
"Initial dispensings","1835","Mupirocin","Southern",2024,"1910","1678",100
"Initial dispensings","1835","Mupirocin","Whanganui",2024,"624","541",100
"Initial dispensings","1835","Mupirocin","Taranaki",2024,"766","680",100
"Initial dispensings","1835","Mupirocin","Tairawhiti",2024,"370","335",100
"Initial dispensings","1835","Mupirocin","Wairarapa",2024,"203","180",100
"Initial dispensings","1835","Mupirocin","West Coast",2024,"100","84",100
"Initial dispensings","1835","Mupirocin","South Canterbury",2024,"253","214",100
"Initial dispensings","1835","Mupirocin","New Zealand",2024,"33485","29782",100
"Dispensings","1835","Mupirocin","Capital & Coast",2020,"2229","1888",100
"Dispensings","1835","Mupirocin","Waikato",2020,"2885","2515",100
"Dispensings","1835","Mupirocin","Southern",2020,"1640","1397",100
"Dispensings","1835","Mupirocin","Auckland",2020,"3485","2956",100
"Dispensings","1835","Mupirocin","Bay of Plenty",2020,"2001","1735",100
"Dispensings","1835","Mupirocin","Counties Manukau",2020,"4512","3776",100
"Dispensings","1835","Mupirocin","Waitemata",2020,"5052","4421",100
"Dispensings","1835","Mupirocin","Hawke's Bay",2020,"1035","866",100
"Dispensings","1835","Mupirocin","Canterbury",2020,"2174","1811",100
"Dispensings","1835","Mupirocin","Lakes",2020,"756","637",100
"Dispensings","1835","Mupirocin","MidCentral",2020,"931","734",100
"Dispensings","1835","Mupirocin","Hutt Valley",2020,"746","622",100
"Dispensings","1835","Mupirocin","Wairarapa",2020,"281","224",100
"Dispensings","1835","Mupirocin","Northland",2020,"1317","1089",100
"Dispensings","1835","Mupirocin","Nelson Marlborough",2020,"579","480",100
"Dispensings","1835","Mupirocin","Whanganui",2020,"672","523",100
"Dispensings","1835","Mupirocin","Taranaki",2020,"608","472",100
"Dispensings","1835","Mupirocin","Tairawhiti",2020,"234","207",100
"Dispensings","1835","Mupirocin","West Coast",2020,"82","74",100
"Dispensings","1835","Mupirocin","South Canterbury",2020,"278","237",100
"Dispensings","1835","Mupirocin","New Zealand",2020,"31497","26664",100
"Dispensings","1835","Mupirocin","Waitemata",2021,"5605","4845",100
"Dispensings","1835","Mupirocin","Canterbury",2021,"2340","1968",100
"Dispensings","1835","Mupirocin","Waikato",2021,"2980","2571",100
"Dispensings","1835","Mupirocin","Capital & Coast",2021,"2093","1738",100
"Dispensings","1835","Mupirocin","Counties Manukau",2021,"4441","3653",100
"Dispensings","1835","Mupirocin","Auckland",2021,"3674","3098",100
"Dispensings","1835","Mupirocin","Northland",2021,"1458","1174",100
"Dispensings","1835","Mupirocin","Southern",2021,"1727","1469",100
"Dispensings","1835","Mupirocin","West Coast",2021,"111","87",100
"Dispensings","1835","Mupirocin","Taranaki",2021,"667","496",100
"Dispensings","1835","Mupirocin","MidCentral",2021,"1126","854",100
"Dispensings","1835","Mupirocin","Bay of Plenty",2021,"2073","1810",100
"Dispensings","1835","Mupirocin","Nelson Marlborough",2021,"689","600",100
"Dispensings","1835","Mupirocin","Lakes",2021,"750","617",100
"Dispensings","1835","Mupirocin","Whanganui",2021,"614","497",100
"Dispensings","1835","Mupirocin","Hawke's Bay",2021,"1029","862",100
"Dispensings","1835","Mupirocin","Tairawhiti",2021,"313","269",100
"Dispensings","1835","Mupirocin","Wairarapa",2021,"285","236",100
"Dispensings","1835","Mupirocin","South Canterbury",2021,"481","436",100
"Dispensings","1835","Mupirocin","Hutt Valley",2021,"698","600",100
"Dispensings","1835","Mupirocin","New Zealand",2021,"33154","27880",100
"Dispensings","1835","Mupirocin","Hutt Valley",2022,"727","590",100
"Dispensings","1835","Mupirocin","Waitemata",2022,"6010","5264",100
"Dispensings","1835","Mupirocin","Northland",2022,"1521","1208",100
"Dispensings","1835","Mupirocin","Capital & Coast",2022,"2170","1804",100
"Dispensings","1835","Mupirocin","Counties Manukau",2022,"4224","3501",100
"Dispensings","1835","Mupirocin","Canterbury",2022,"2479","2099",100
"Dispensings","1835","Mupirocin","Taranaki",2022,"547","417",100
"Dispensings","1835","Mupirocin","Nelson Marlborough",2022,"602","508",100
"Dispensings","1835","Mupirocin","Auckland",2022,"3533","2986",100
"Dispensings","1835","Mupirocin","Waikato",2022,"3096","2633",100
"Dispensings","1835","Mupirocin","Hawke's Bay",2022,"965","828",100
"Dispensings","1835","Mupirocin","Southern",2022,"1748","1450",100
"Dispensings","1835","Mupirocin","MidCentral",2022,"1047","761",100
"Dispensings","1835","Mupirocin","Lakes",2022,"708","596",100
"Dispensings","1835","Mupirocin","Bay of Plenty",2022,"1854","1651",100
"Dispensings","1835","Mupirocin","South Canterbury",2022,"461","402",100
"Dispensings","1835","Mupirocin","Wairarapa",2022,"317","272",100
"Dispensings","1835","Mupirocin","Tairawhiti",2022,"302","255",100
"Dispensings","1835","Mupirocin","West Coast",2022,"72","64",100
"Dispensings","1835","Mupirocin","Whanganui",2022,"621","486",100
"Dispensings","1835","Mupirocin","New Zealand",2022,"33004","27775",100
"Dispensings","1835","Mupirocin","Bay of Plenty",2023,"2285","1988",100
"Dispensings","1835","Mupirocin","Waikato",2023,"3368","2889",100
"Dispensings","1835","Mupirocin","Counties Manukau",2023,"4661","3984",100
"Dispensings","1835","Mupirocin","Waitemata",2023,"6208","5362",100
"Dispensings","1835","Mupirocin","Southern",2023,"1987","1649",100
"Dispensings","1835","Mupirocin","Canterbury",2023,"2820","2328",100
"Dispensings","1835","Mupirocin","Northland",2023,"1686","1389",100
"Dispensings","1835","Mupirocin","Capital & Coast",2023,"2153","1802",100
"Dispensings","1835","Mupirocin","Nelson Marlborough",2023,"628","527",100
"Dispensings","1835","Mupirocin","Auckland",2023,"3805","3219",100
"Dispensings","1835","Mupirocin","Whanganui",2023,"647","506",100
"Dispensings","1835","Mupirocin","Hawke's Bay",2023,"1076","941",100
"Dispensings","1835","Mupirocin","MidCentral",2023,"1038","787",100
"Dispensings","1835","Mupirocin","Lakes",2023,"707","609",100
"Dispensings","1835","Mupirocin","Hutt Valley",2023,"759","621",100
"Dispensings","1835","Mupirocin","Taranaki",2023,"723","589",100
"Dispensings","1835","Mupirocin","Wairarapa",2023,"253","200",100
"Dispensings","1835","Mupirocin","Tairawhiti",2023,"370","315",100
"Dispensings","1835","Mupirocin","South Canterbury",2023,"331","289",100
"Dispensings","1835","Mupirocin","West Coast",2023,"102","77",100
"Dispensings","1835","Mupirocin","New Zealand",2023,"35607","30071",100
"Dispensings","1835","Mupirocin","Waitemata",2024,"6097","5294",100
"Dispensings","1835","Mupirocin","Counties Manukau",2024,"4563","3885",100
"Dispensings","1835","Mupirocin","Auckland",2024,"3612","3035",100
"Dispensings","1835","Mupirocin","Bay of Plenty",2024,"2434","2113",100
"Dispensings","1835","Mupirocin","MidCentral",2024,"1017","785",100
"Dispensings","1835","Mupirocin","Northland",2024,"1664","1365",100
"Dispensings","1835","Mupirocin","Waikato",2024,"3199","2732",100
"Dispensings","1835","Mupirocin","Capital & Coast",2024,"1986","1637",100
"Dispensings","1835","Mupirocin","Canterbury",2024,"2716","2263",100
"Dispensings","1835","Mupirocin","Nelson Marlborough",2024,"672","583",100
"Dispensings","1835","Mupirocin","Hutt Valley",2024,"707","569",100
"Dispensings","1835","Mupirocin","Lakes",2024,"781","656",100
"Dispensings","1835","Mupirocin","Hawke's Bay",2024,"1419","1243",100
"Dispensings","1835","Mupirocin","Southern",2024,"2015","1681",100
"Dispensings","1835","Mupirocin","Whanganui",2024,"671","542",100
"Dispensings","1835","Mupirocin","Taranaki",2024,"845","685",100
"Dispensings","1835","Mupirocin","Tairawhiti",2024,"412","337",100
"Dispensings","1835","Mupirocin","Wairarapa",2024,"235","180",100
"Dispensings","1835","Mupirocin","West Coast",2024,"116","85",100
"Dispensings","1835","Mupirocin","South Canterbury",2024,"270","214",100
"Dispensings","1835","Mupirocin","New Zealand",2024,"35431","29884",100
"Initial dispensings","1034","Mycophenolate mofetil","Bay of Plenty",2020,"939","233",100
"Initial dispensings","1034","Mycophenolate mofetil","Hawke's Bay",2020,"739","176",100
"Initial dispensings","1034","Mycophenolate mofetil","Waikato",2020,"1715","420",100
"Initial dispensings","1034","Mycophenolate mofetil","MidCentral",2020,"759","185",100
"Initial dispensings","1034","Mycophenolate mofetil","Auckland",2020,"2254","573",100
"Initial dispensings","1034","Mycophenolate mofetil","Waitemata",2020,"2307","556",100
"Initial dispensings","1034","Mycophenolate mofetil","Wairarapa",2020,"229","51",100
"Initial dispensings","1034","Mycophenolate mofetil","Capital & Coast",2020,"1372","334",100
"Initial dispensings","1034","Mycophenolate mofetil","Hutt Valley",2020,"671","168",100
"Initial dispensings","1034","Mycophenolate mofetil","Northland",2020,"966","226",100
"Initial dispensings","1034","Mycophenolate mofetil","Southern",2020,"1063","275",100
"Initial dispensings","1034","Mycophenolate mofetil","Canterbury",2020,"1870","478",100
"Initial dispensings","1034","Mycophenolate mofetil","Counties Manukau",2020,"2727","590",100
"Initial dispensings","1034","Mycophenolate mofetil","South Canterbury",2020,"171","40",100
"Initial dispensings","1034","Mycophenolate mofetil","Nelson Marlborough",2020,"780","201",100
"Initial dispensings","1034","Mycophenolate mofetil","Whanganui",2020,"204","56",100
"Initial dispensings","1034","Mycophenolate mofetil","Lakes",2020,"383","91",100
"Initial dispensings","1034","Mycophenolate mofetil","Tairawhiti",2020,"138","36",100
"Initial dispensings","1034","Mycophenolate mofetil","Taranaki",2020,"522","110",100
"Initial dispensings","1034","Mycophenolate mofetil","West Coast",2020,"82","20",100
"Initial dispensings","1034","Mycophenolate mofetil","New Zealand",2020,"19891","4819",100
"Initial dispensings","1034","Mycophenolate mofetil","Tairawhiti",2021,"161","44",100
"Initial dispensings","1034","Mycophenolate mofetil","Whanganui",2021,"217","61",100
"Initial dispensings","1034","Mycophenolate mofetil","Capital & Coast",2021,"1403","357",100
"Initial dispensings","1034","Mycophenolate mofetil","Bay of Plenty",2021,"1002","244",100
"Initial dispensings","1034","Mycophenolate mofetil","Northland",2021,"1046","236",100
"Initial dispensings","1034","Mycophenolate mofetil","MidCentral",2021,"794","206",100
"Initial dispensings","1034","Mycophenolate mofetil","Southern",2021,"1163","307",100
"Initial dispensings","1034","Mycophenolate mofetil","Counties Manukau",2021,"2970","659",100
"Initial dispensings","1034","Mycophenolate mofetil","Hawke's Bay",2021,"755","185",100
"Initial dispensings","1034","Mycophenolate mofetil","Canterbury",2021,"2053","508",100
"Initial dispensings","1034","Mycophenolate mofetil","Waitemata",2021,"2653","642",100
"Initial dispensings","1034","Mycophenolate mofetil","Waikato",2021,"1807","448",100
"Initial dispensings","1034","Mycophenolate mofetil","Hutt Valley",2021,"722","171",100
"Initial dispensings","1034","Mycophenolate mofetil","Auckland",2021,"2564","639",100
"Initial dispensings","1034","Mycophenolate mofetil","Nelson Marlborough",2021,"846","229",100
"Initial dispensings","1034","Mycophenolate mofetil","Taranaki",2021,"546","128",100
"Initial dispensings","1034","Mycophenolate mofetil","Wairarapa",2021,"216","53",100
"Initial dispensings","1034","Mycophenolate mofetil","Lakes",2021,"400","103",100
"Initial dispensings","1034","Mycophenolate mofetil","South Canterbury",2021,"166","38",100
"Initial dispensings","1034","Mycophenolate mofetil","West Coast",2021,"93","27",100
"Initial dispensings","1034","Mycophenolate mofetil","New Zealand",2021,"21577","5285",100
"Initial dispensings","1034","Mycophenolate mofetil","MidCentral",2022,"768","207",100
"Initial dispensings","1034","Mycophenolate mofetil","Capital & Coast",2022,"1474","388",100
"Initial dispensings","1034","Mycophenolate mofetil","Northland",2022,"1051","247",100
"Initial dispensings","1034","Mycophenolate mofetil","Waitemata",2022,"3048","706",100
"Initial dispensings","1034","Mycophenolate mofetil","Counties Manukau",2022,"3130","709",100
"Initial dispensings","1034","Mycophenolate mofetil","Southern",2022,"1396","359",100
"Initial dispensings","1034","Mycophenolate mofetil","Hawke's Bay",2022,"814","211",100
"Initial dispensings","1034","Mycophenolate mofetil","Waikato",2022,"2012","494",100
"Initial dispensings","1034","Mycophenolate mofetil","Auckland",2022,"2823","702",100
"Initial dispensings","1034","Mycophenolate mofetil","Bay of Plenty",2022,"1161","297",100
"Initial dispensings","1034","Mycophenolate mofetil","Hutt Valley",2022,"770","187",100
"Initial dispensings","1034","Mycophenolate mofetil","Nelson Marlborough",2022,"948","227",100
"Initial dispensings","1034","Mycophenolate mofetil","Wairarapa",2022,"217","58",100
"Initial dispensings","1034","Mycophenolate mofetil","South Canterbury",2022,"212","56",100
"Initial dispensings","1034","Mycophenolate mofetil","Canterbury",2022,"2212","544",100
"Initial dispensings","1034","Mycophenolate mofetil","Taranaki",2022,"589","131",100
"Initial dispensings","1034","Mycophenolate mofetil","Tairawhiti",2022,"190","46",100
"Initial dispensings","1034","Mycophenolate mofetil","Whanganui",2022,"225","61",100
"Initial dispensings","1034","Mycophenolate mofetil","West Coast",2022,"123","30",100
"Initial dispensings","1034","Mycophenolate mofetil","Lakes",2022,"371","103",100
"Initial dispensings","1034","Mycophenolate mofetil","New Zealand",2022,"23534","5763",100
"Initial dispensings","1034","Mycophenolate mofetil","Canterbury",2023,"2472","608",100
"Initial dispensings","1034","Mycophenolate mofetil","Nelson Marlborough",2023,"1004","251",100
"Initial dispensings","1034","Mycophenolate mofetil","Waikato",2023,"2261","538",100
"Initial dispensings","1034","Mycophenolate mofetil","Counties Manukau",2023,"3309","733",100
"Initial dispensings","1034","Mycophenolate mofetil","Waitemata",2023,"3273","801",100
"Initial dispensings","1034","Mycophenolate mofetil","Auckland",2023,"3011","748",100
"Initial dispensings","1034","Mycophenolate mofetil","Taranaki",2023,"605","144",100
"Initial dispensings","1034","Mycophenolate mofetil","MidCentral",2023,"855","222",100
"Initial dispensings","1034","Mycophenolate mofetil","Whanganui",2023,"259","62",100
"Initial dispensings","1034","Mycophenolate mofetil","Hawke's Bay",2023,"907","228",100
"Initial dispensings","1034","Mycophenolate mofetil","Wairarapa",2023,"235","62",100
"Initial dispensings","1034","Mycophenolate mofetil","Lakes",2023,"402","102",100
"Initial dispensings","1034","Mycophenolate mofetil","Capital & Coast",2023,"1557","413",100
"Initial dispensings","1034","Mycophenolate mofetil","Bay of Plenty",2023,"1361","320",100
"Initial dispensings","1034","Mycophenolate mofetil","Southern",2023,"1635","410",100
"Initial dispensings","1034","Mycophenolate mofetil","Hutt Valley",2023,"793","195",100
"Initial dispensings","1034","Mycophenolate mofetil","Northland",2023,"1147","264",100
"Initial dispensings","1034","Mycophenolate mofetil","Tairawhiti",2023,"205","46",100
"Initial dispensings","1034","Mycophenolate mofetil","South Canterbury",2023,"278","62",100
"Initial dispensings","1034","Mycophenolate mofetil","West Coast",2023,"126","33",100
"Initial dispensings","1034","Mycophenolate mofetil","New Zealand",2023,"25695","6242",100
"Initial dispensings","1034","Mycophenolate mofetil","Auckland",2024,"3213","825",100
"Initial dispensings","1034","Mycophenolate mofetil","Waitemata",2024,"3640","891",100
"Initial dispensings","1034","Mycophenolate mofetil","Canterbury",2024,"2741","691",100
"Initial dispensings","1034","Mycophenolate mofetil","Bay of Plenty",2024,"1539","365",100
"Initial dispensings","1034","Mycophenolate mofetil","Northland",2024,"1186","270",100
"Initial dispensings","1034","Mycophenolate mofetil","Counties Manukau",2024,"3539","784",100
"Initial dispensings","1034","Mycophenolate mofetil","Waikato",2024,"2397","610",100
"Initial dispensings","1034","Mycophenolate mofetil","Tairawhiti",2024,"241","57",100
"Initial dispensings","1034","Mycophenolate mofetil","Nelson Marlborough",2024,"1071","250",100
"Initial dispensings","1034","Mycophenolate mofetil","Southern",2024,"1735","444",100
"Initial dispensings","1034","Mycophenolate mofetil","South Canterbury",2024,"297","70",100
"Initial dispensings","1034","Mycophenolate mofetil","Hawke's Bay",2024,"1009","236",100
"Initial dispensings","1034","Mycophenolate mofetil","Taranaki",2024,"643","156",100
"Initial dispensings","1034","Mycophenolate mofetil","Capital & Coast",2024,"1818","423",100
"Initial dispensings","1034","Mycophenolate mofetil","Hutt Valley",2024,"917","234",100
"Initial dispensings","1034","Mycophenolate mofetil","Lakes",2024,"415","118",100
"Initial dispensings","1034","Mycophenolate mofetil","West Coast",2024,"120","36",100
"Initial dispensings","1034","Mycophenolate mofetil","Wairarapa",2024,"281","71",100
"Initial dispensings","1034","Mycophenolate mofetil","Whanganui",2024,"316","75",100
"Initial dispensings","1034","Mycophenolate mofetil","MidCentral",2024,"889","235",100
"Initial dispensings","1034","Mycophenolate mofetil","New Zealand",2024,"28007","6841",100
"Dispensings","1034","Mycophenolate mofetil","Bay of Plenty",2020,"2293","234",100
"Dispensings","1034","Mycophenolate mofetil","Hawke's Bay",2020,"2627","176",100
"Dispensings","1034","Mycophenolate mofetil","Waikato",2020,"4374","426",100
"Dispensings","1034","Mycophenolate mofetil","MidCentral",2020,"1967","189",100
"Dispensings","1034","Mycophenolate mofetil","Auckland",2020,"5680","586",100
"Dispensings","1034","Mycophenolate mofetil","Waitemata",2020,"5824","563",100
"Dispensings","1034","Mycophenolate mofetil","Wairarapa",2020,"600","51",100
"Dispensings","1034","Mycophenolate mofetil","Capital & Coast",2020,"3587","336",100
"Dispensings","1034","Mycophenolate mofetil","Hutt Valley",2020,"1896","174",100
"Dispensings","1034","Mycophenolate mofetil","Northland",2020,"2647","229",100
"Dispensings","1034","Mycophenolate mofetil","Southern",2020,"2919","277",100
"Dispensings","1034","Mycophenolate mofetil","Canterbury",2020,"5415","487",100
"Dispensings","1034","Mycophenolate mofetil","Counties Manukau",2020,"7060","596",100
"Dispensings","1034","Mycophenolate mofetil","South Canterbury",2020,"415","42",100
"Dispensings","1034","Mycophenolate mofetil","Nelson Marlborough",2020,"2152","204",100
"Dispensings","1034","Mycophenolate mofetil","Whanganui",2020,"509","56",100
"Dispensings","1034","Mycophenolate mofetil","Lakes",2020,"905","92",100
"Dispensings","1034","Mycophenolate mofetil","Tairawhiti",2020,"327","36",100
"Dispensings","1034","Mycophenolate mofetil","Taranaki",2020,"1335","112",100
"Dispensings","1034","Mycophenolate mofetil","West Coast",2020,"212","20",100
"Dispensings","1034","Mycophenolate mofetil","New Zealand",2020,"52744","4886",100
"Dispensings","1034","Mycophenolate mofetil","Tairawhiti",2021,"470","44",100
"Dispensings","1034","Mycophenolate mofetil","Whanganui",2021,"557","62",100
"Dispensings","1034","Mycophenolate mofetil","Capital & Coast",2021,"3750","364",100
"Dispensings","1034","Mycophenolate mofetil","Bay of Plenty",2021,"2609","250",100
"Dispensings","1034","Mycophenolate mofetil","Northland",2021,"2826","237",100
"Dispensings","1034","Mycophenolate mofetil","MidCentral",2021,"2206","212",100
"Dispensings","1034","Mycophenolate mofetil","Southern",2021,"3169","310",100
"Dispensings","1034","Mycophenolate mofetil","Counties Manukau",2021,"7769","670",100
"Dispensings","1034","Mycophenolate mofetil","Hawke's Bay",2021,"2720","188",100
"Dispensings","1034","Mycophenolate mofetil","Canterbury",2021,"6029","515",100
"Dispensings","1034","Mycophenolate mofetil","Waitemata",2021,"6950","650",100
"Dispensings","1034","Mycophenolate mofetil","Waikato",2021,"4815","455",100
"Dispensings","1034","Mycophenolate mofetil","Hutt Valley",2021,"2015","177",100
"Dispensings","1034","Mycophenolate mofetil","Auckland",2021,"6665","653",100
"Dispensings","1034","Mycophenolate mofetil","Nelson Marlborough",2021,"2398","231",100
"Dispensings","1034","Mycophenolate mofetil","Taranaki",2021,"1501","130",100
"Dispensings","1034","Mycophenolate mofetil","Wairarapa",2021,"619","54",100
"Dispensings","1034","Mycophenolate mofetil","Lakes",2021,"942","107",100
"Dispensings","1034","Mycophenolate mofetil","South Canterbury",2021,"419","39",100
"Dispensings","1034","Mycophenolate mofetil","West Coast",2021,"220","27",100
"Dispensings","1034","Mycophenolate mofetil","New Zealand",2021,"58649","5375",100
"Dispensings","1034","Mycophenolate mofetil","MidCentral",2022,"2117","212",100
"Dispensings","1034","Mycophenolate mofetil","Capital & Coast",2022,"3929","391",100
"Dispensings","1034","Mycophenolate mofetil","Northland",2022,"2648","252",100
"Dispensings","1034","Mycophenolate mofetil","Waitemata",2022,"7660","714",100
"Dispensings","1034","Mycophenolate mofetil","Counties Manukau",2022,"8280","720",100
"Dispensings","1034","Mycophenolate mofetil","Southern",2022,"3740","368",100
"Dispensings","1034","Mycophenolate mofetil","Hawke's Bay",2022,"2816","213",100
"Dispensings","1034","Mycophenolate mofetil","Waikato",2022,"5300","501",100
"Dispensings","1034","Mycophenolate mofetil","Auckland",2022,"7123","713",100
"Dispensings","1034","Mycophenolate mofetil","Bay of Plenty",2022,"2993","298",100
"Dispensings","1034","Mycophenolate mofetil","Hutt Valley",2022,"2174","190",100
"Dispensings","1034","Mycophenolate mofetil","Nelson Marlborough",2022,"2701","235",100
"Dispensings","1034","Mycophenolate mofetil","Wairarapa",2022,"618","59",100
"Dispensings","1034","Mycophenolate mofetil","South Canterbury",2022,"554","56",100
"Dispensings","1034","Mycophenolate mofetil","Canterbury",2022,"6401","552",100
"Dispensings","1034","Mycophenolate mofetil","Taranaki",2022,"1576","132",100
"Dispensings","1034","Mycophenolate mofetil","Tairawhiti",2022,"498","46",100
"Dispensings","1034","Mycophenolate mofetil","Whanganui",2022,"570","63",100
"Dispensings","1034","Mycophenolate mofetil","West Coast",2022,"322","30",100
"Dispensings","1034","Mycophenolate mofetil","Lakes",2022,"913","109",100
"Dispensings","1034","Mycophenolate mofetil","New Zealand",2022,"62933","5854",100
"Dispensings","1034","Mycophenolate mofetil","Canterbury",2023,"6835","610",100
"Dispensings","1034","Mycophenolate mofetil","Nelson Marlborough",2023,"2680","254",100
"Dispensings","1034","Mycophenolate mofetil","Waikato",2023,"5792","542",100
"Dispensings","1034","Mycophenolate mofetil","Counties Manukau",2023,"8507","746",100
"Dispensings","1034","Mycophenolate mofetil","Waitemata",2023,"8198","812",100
"Dispensings","1034","Mycophenolate mofetil","Auckland",2023,"7668","763",100
"Dispensings","1034","Mycophenolate mofetil","Taranaki",2023,"1595","146",100
"Dispensings","1034","Mycophenolate mofetil","MidCentral",2023,"2283","225",100
"Dispensings","1034","Mycophenolate mofetil","Whanganui",2023,"629","64",100
"Dispensings","1034","Mycophenolate mofetil","Hawke's Bay",2023,"3015","232",100
"Dispensings","1034","Mycophenolate mofetil","Wairarapa",2023,"622","63",100
"Dispensings","1034","Mycophenolate mofetil","Lakes",2023,"954","106",100
"Dispensings","1034","Mycophenolate mofetil","Capital & Coast",2023,"4051","419",100
"Dispensings","1034","Mycophenolate mofetil","Bay of Plenty",2023,"3443","324",100
"Dispensings","1034","Mycophenolate mofetil","Southern",2023,"4464","416",100
"Dispensings","1034","Mycophenolate mofetil","Hutt Valley",2023,"2244","195",100
"Dispensings","1034","Mycophenolate mofetil","Northland",2023,"2816","267",100
"Dispensings","1034","Mycophenolate mofetil","Tairawhiti",2023,"596","47",100
"Dispensings","1034","Mycophenolate mofetil","South Canterbury",2023,"961","63",100
"Dispensings","1034","Mycophenolate mofetil","West Coast",2023,"299","33",100
"Dispensings","1034","Mycophenolate mofetil","New Zealand",2023,"67652","6327",100
"Dispensings","1034","Mycophenolate mofetil","Auckland",2024,"7965","843",100
"Dispensings","1034","Mycophenolate mofetil","Waitemata",2024,"9007","898",100
"Dispensings","1034","Mycophenolate mofetil","Canterbury",2024,"7394","700",100
"Dispensings","1034","Mycophenolate mofetil","Bay of Plenty",2024,"3854","369",100
"Dispensings","1034","Mycophenolate mofetil","Northland",2024,"3153","274",100
"Dispensings","1034","Mycophenolate mofetil","Counties Manukau",2024,"9125","799",100
"Dispensings","1034","Mycophenolate mofetil","Waikato",2024,"6162","617",100
"Dispensings","1034","Mycophenolate mofetil","Tairawhiti",2024,"832","57",100
"Dispensings","1034","Mycophenolate mofetil","Nelson Marlborough",2024,"2822","260",100
"Dispensings","1034","Mycophenolate mofetil","Southern",2024,"4667","452",100
"Dispensings","1034","Mycophenolate mofetil","South Canterbury",2024,"1107","70",100
"Dispensings","1034","Mycophenolate mofetil","Hawke's Bay",2024,"3286","239",100
"Dispensings","1034","Mycophenolate mofetil","Taranaki",2024,"1692","159",100
"Dispensings","1034","Mycophenolate mofetil","Capital & Coast",2024,"4612","428",100
"Dispensings","1034","Mycophenolate mofetil","Hutt Valley",2024,"2377","235",100
"Dispensings","1034","Mycophenolate mofetil","Lakes",2024,"996","119",100
"Dispensings","1034","Mycophenolate mofetil","West Coast",2024,"270","37",100
"Dispensings","1034","Mycophenolate mofetil","Wairarapa",2024,"783","72",100
"Dispensings","1034","Mycophenolate mofetil","Whanganui",2024,"749","75",100
"Dispensings","1034","Mycophenolate mofetil","MidCentral",2024,"2377","242",100
"Dispensings","1034","Mycophenolate mofetil","New Zealand",2024,"73230","6945",100
"Initial dispensings","1838","Nadolol","Bay of Plenty",2020,"846","265",100
"Initial dispensings","1838","Nadolol","Southern",2020,"1226","386",100
"Initial dispensings","1838","Nadolol","Taranaki",2020,"429","141",100
"Initial dispensings","1838","Nadolol","Waikato",2020,"2316","768",100
"Initial dispensings","1838","Nadolol","Hawke's Bay",2020,"1310","400",100
"Initial dispensings","1838","Nadolol","Canterbury",2020,"3696","1203",100
"Initial dispensings","1838","Nadolol","Auckland",2020,"1371","448",100
"Initial dispensings","1838","Nadolol","Capital & Coast",2020,"1221","383",100
"Initial dispensings","1838","Nadolol","Waitemata",2020,"2087","670",100
"Initial dispensings","1838","Nadolol","Hutt Valley",2020,"764","238",100
"Initial dispensings","1838","Nadolol","West Coast",2020,"173","54",100
"Initial dispensings","1838","Nadolol","Counties Manukau",2020,"1812","561",100
"Initial dispensings","1838","Nadolol","MidCentral",2020,"974","295",100
