"Type","ChemID","Chemical","District","YearDisp","NumDisps","NumPpl","NHIComp"
"Initial dispensings","1838","Nadolol","Nelson Marlborough",2020,"870","260",100
"Initial dispensings","1838","Nadolol","Tairawhiti",2020,"146","44",100
"Initial dispensings","1838","Nadolol","South Canterbury",2020,"405","119",100
"Initial dispensings","1838","Nadolol","Wairarapa",2020,"421","128",100
"Initial dispensings","1838","Nadolol","Lakes",2020,"491","164",100
"Initial dispensings","1838","Nadolol","Northland",2020,"611","180",100
"Initial dispensings","1838","Nadolol","Whanganui",2020,"379","111",100
"Initial dispensings","1838","Nadolol","New Zealand",2020,"21548","6818",100
"Initial dispensings","1838","Nadolol","South Canterbury",2021,"403","121",100
"Initial dispensings","1838","Nadolol","Counties Manukau",2021,"1711","537",100
"Initial dispensings","1838","Nadolol","Canterbury",2021,"3980","1320",100
"Initial dispensings","1838","Nadolol","Southern",2021,"1155","362",100
"Initial dispensings","1838","Nadolol","Capital & Coast",2021,"1196","388",100
"Initial dispensings","1838","Nadolol","Auckland",2021,"1450","463",100
"Initial dispensings","1838","Nadolol","Taranaki",2021,"418","131",100
"Initial dispensings","1838","Nadolol","Bay of Plenty",2021,"868","276",100
"Initial dispensings","1838","Nadolol","Hawke's Bay",2021,"1257","376",100
"Initial dispensings","1838","Nadolol","Waikato",2021,"2398","780",100
"Initial dispensings","1838","Nadolol","Northland",2021,"621","185",100
"Initial dispensings","1838","Nadolol","MidCentral",2021,"989","306",100
"Initial dispensings","1838","Nadolol","Waitemata",2021,"2144","671",100
"Initial dispensings","1838","Nadolol","Hutt Valley",2021,"784","238",100
"Initial dispensings","1838","Nadolol","West Coast",2021,"199","56",100
"Initial dispensings","1838","Nadolol","Whanganui",2021,"365","104",100
"Initial dispensings","1838","Nadolol","Nelson Marlborough",2021,"836","249",100
"Initial dispensings","1838","Nadolol","Wairarapa",2021,"388","112",100
"Initial dispensings","1838","Nadolol","Lakes",2021,"466","160",100
"Initial dispensings","1838","Nadolol","Tairawhiti",2021,"138","38",100
"Initial dispensings","1838","Nadolol","New Zealand",2021,"21766","6873",100
"Initial dispensings","1838","Nadolol","Waikato",2022,"2418","799",100
"Initial dispensings","1838","Nadolol","Counties Manukau",2022,"1675","526",100
"Initial dispensings","1838","Nadolol","Taranaki",2022,"436","133",100
"Initial dispensings","1838","Nadolol","Canterbury",2022,"3981","1300",100
"Initial dispensings","1838","Nadolol","Northland",2022,"644","203",100
"Initial dispensings","1838","Nadolol","Nelson Marlborough",2022,"924","271",100
"Initial dispensings","1838","Nadolol","Auckland",2022,"1481","477",100
"Initial dispensings","1838","Nadolol","Lakes",2022,"493","161",100
"Initial dispensings","1838","Nadolol","Hawke's Bay",2022,"1171","333",100
"Initial dispensings","1838","Nadolol","Capital & Coast",2022,"1173","356",100
"Initial dispensings","1838","Nadolol","Southern",2022,"1134","336",100
"Initial dispensings","1838","Nadolol","Hutt Valley",2022,"773","236",100
"Initial dispensings","1838","Nadolol","Waitemata",2022,"2154","692",100
"Initial dispensings","1838","Nadolol","Bay of Plenty",2022,"850","265",100
"Initial dispensings","1838","Nadolol","MidCentral",2022,"957","292",100
"Initial dispensings","1838","Nadolol","Whanganui",2022,"357","108",100
"Initial dispensings","1838","Nadolol","Tairawhiti",2022,"157","51",100
"Initial dispensings","1838","Nadolol","South Canterbury",2022,"396","116",100
"Initial dispensings","1838","Nadolol","Wairarapa",2022,"383","107",100
"Initial dispensings","1838","Nadolol","West Coast",2022,"187","56",100
"Initial dispensings","1838","Nadolol","New Zealand",2022,"21744","6818",100
"Initial dispensings","1838","Nadolol","Waitemata",2023,"2190","710",100
"Initial dispensings","1838","Nadolol","Whanganui",2023,"346","101",100
"Initial dispensings","1838","Nadolol","Canterbury",2023,"4072","1346",100
"Initial dispensings","1838","Nadolol","Bay of Plenty",2023,"861","266",100
"Initial dispensings","1838","Nadolol","Lakes",2023,"498","159",100
"Initial dispensings","1838","Nadolol","Auckland",2023,"1492","498",100
"Initial dispensings","1838","Nadolol","Capital & Coast",2023,"1159","351",100
"Initial dispensings","1838","Nadolol","West Coast",2023,"186","55",100
"Initial dispensings","1838","Nadolol","Hawke's Bay",2023,"1102","328",100
"Initial dispensings","1838","Nadolol","Northland",2023,"669","207",100
"Initial dispensings","1838","Nadolol","Nelson Marlborough",2023,"887","266",100
"Initial dispensings","1838","Nadolol","Waikato",2023,"2549","805",100
"Initial dispensings","1838","Nadolol","South Canterbury",2023,"431","128",100
"Initial dispensings","1838","Nadolol","MidCentral",2023,"976","279",100
"Initial dispensings","1838","Nadolol","Counties Manukau",2023,"1604","513",100
"Initial dispensings","1838","Nadolol","Southern",2023,"1176","353",100
"Initial dispensings","1838","Nadolol","Wairarapa",2023,"367","103",100
"Initial dispensings","1838","Nadolol","Hutt Valley",2023,"750","219",100
"Initial dispensings","1838","Nadolol","Taranaki",2023,"449","135",100
"Initial dispensings","1838","Nadolol","Tairawhiti",2023,"188","77",100
"Initial dispensings","1838","Nadolol","New Zealand",2023,"21952","6899",100
"Initial dispensings","1838","Nadolol","South Canterbury",2024,"389","120",100
"Initial dispensings","1838","Nadolol","Canterbury",2024,"4104","1370",100
"Initial dispensings","1838","Nadolol","Waitemata",2024,"2134","678",100
"Initial dispensings","1838","Nadolol","Hutt Valley",2024,"730","207",100
"Initial dispensings","1838","Nadolol","Capital & Coast",2024,"1063","313",100
"Initial dispensings","1838","Nadolol","Bay of Plenty",2024,"904","279",100
"Initial dispensings","1838","Nadolol","Waikato",2024,"2680","839",100
"Initial dispensings","1838","Nadolol","Southern",2024,"1076","317",100
"Initial dispensings","1838","Nadolol","Taranaki",2024,"464","148",100
"Initial dispensings","1838","Nadolol","Nelson Marlborough",2024,"876","258",100
"Initial dispensings","1838","Nadolol","Counties Manukau",2024,"1573","489",100
"Initial dispensings","1838","Nadolol","Auckland",2024,"1479","474",100
"Initial dispensings","1838","Nadolol","Northland",2024,"638","199",100
"Initial dispensings","1838","Nadolol","Hawke's Bay",2024,"1077","312",100
"Initial dispensings","1838","Nadolol","Lakes",2024,"466","150",100
"Initial dispensings","1838","Nadolol","Whanganui",2024,"347","102",100
"Initial dispensings","1838","Nadolol","Wairarapa",2024,"311","90",100
"Initial dispensings","1838","Nadolol","Tairawhiti",2024,"186","71",100
"Initial dispensings","1838","Nadolol","MidCentral",2024,"933","272",100
"Initial dispensings","1838","Nadolol","West Coast",2024,"183","63",100
"Initial dispensings","1838","Nadolol","New Zealand",2024,"21613","6751",100
"Dispensings","1838","Nadolol","Bay of Plenty",2020,"1710","265",100
"Dispensings","1838","Nadolol","Southern",2020,"2153","387",100
"Dispensings","1838","Nadolol","Taranaki",2020,"833","141",100
"Dispensings","1838","Nadolol","Waikato",2020,"4252","773",100
"Dispensings","1838","Nadolol","Hawke's Bay",2020,"2790","401",100
"Dispensings","1838","Nadolol","Canterbury",2020,"7643","1208",100
"Dispensings","1838","Nadolol","Auckland",2020,"2263","450",100
"Dispensings","1838","Nadolol","Capital & Coast",2020,"2111","384",100
"Dispensings","1838","Nadolol","Waitemata",2020,"3824","672",100
"Dispensings","1838","Nadolol","Hutt Valley",2020,"1487","239",100
"Dispensings","1838","Nadolol","West Coast",2020,"490","54",100
"Dispensings","1838","Nadolol","Counties Manukau",2020,"3222","566",100
"Dispensings","1838","Nadolol","MidCentral",2020,"1780","297",100
"Dispensings","1838","Nadolol","Nelson Marlborough",2020,"1505","261",100
"Dispensings","1838","Nadolol","Tairawhiti",2020,"287","44",100
"Dispensings","1838","Nadolol","South Canterbury",2020,"762","119",100
"Dispensings","1838","Nadolol","Wairarapa",2020,"898","130",100
"Dispensings","1838","Nadolol","Lakes",2020,"829","166",100
"Dispensings","1838","Nadolol","Northland",2020,"1082","181",100
"Dispensings","1838","Nadolol","Whanganui",2020,"731","111",100
"Dispensings","1838","Nadolol","New Zealand",2020,"40652","6849",100
"Dispensings","1838","Nadolol","South Canterbury",2021,"856","122",100
"Dispensings","1838","Nadolol","Counties Manukau",2021,"2974","540",100
"Dispensings","1838","Nadolol","Canterbury",2021,"8170","1329",100
"Dispensings","1838","Nadolol","Southern",2021,"1827","365",100
"Dispensings","1838","Nadolol","Capital & Coast",2021,"1903","389",100
"Dispensings","1838","Nadolol","Auckland",2021,"2232","463",100
"Dispensings","1838","Nadolol","Taranaki",2021,"649","131",100
"Dispensings","1838","Nadolol","Bay of Plenty",2021,"1548","277",100
"Dispensings","1838","Nadolol","Hawke's Bay",2021,"2781","377",100
"Dispensings","1838","Nadolol","Waikato",2021,"4004","783",100
"Dispensings","1838","Nadolol","Northland",2021,"970","186",100
"Dispensings","1838","Nadolol","MidCentral",2021,"1674","307",100
"Dispensings","1838","Nadolol","Waitemata",2021,"3697","678",100
"Dispensings","1838","Nadolol","Hutt Valley",2021,"1462","239",100
"Dispensings","1838","Nadolol","West Coast",2021,"521","56",100
"Dispensings","1838","Nadolol","Whanganui",2021,"663","104",100
"Dispensings","1838","Nadolol","Nelson Marlborough",2021,"1341","249",100
"Dispensings","1838","Nadolol","Wairarapa",2021,"850","115",100
"Dispensings","1838","Nadolol","Lakes",2021,"700","161",100
"Dispensings","1838","Nadolol","Tairawhiti",2021,"249","38",100
"Dispensings","1838","Nadolol","New Zealand",2021,"39071","6909",100
"Dispensings","1838","Nadolol","Waikato",2022,"6034","809",100
"Dispensings","1838","Nadolol","Counties Manukau",2022,"3956","540",100
"Dispensings","1838","Nadolol","Taranaki",2022,"1034","135",100
"Dispensings","1838","Nadolol","Canterbury",2022,"11954","1329",100
"Dispensings","1838","Nadolol","Northland",2022,"1516","205",100
"Dispensings","1838","Nadolol","Nelson Marlborough",2022,"2459","276",100
"Dispensings","1838","Nadolol","Auckland",2022,"3206","485",100
"Dispensings","1838","Nadolol","Lakes",2022,"1186","161",100
"Dispensings","1838","Nadolol","Hawke's Bay",2022,"4067","344",100
"Dispensings","1838","Nadolol","Capital & Coast",2022,"2923","365",100
"Dispensings","1838","Nadolol","Southern",2022,"3019","342",100
"Dispensings","1838","Nadolol","Hutt Valley",2022,"2167","240",100
"Dispensings","1838","Nadolol","Waitemata",2022,"5310","706",100
"Dispensings","1838","Nadolol","Bay of Plenty",2022,"2168","270",100
"Dispensings","1838","Nadolol","MidCentral",2022,"2478","301",100
"Dispensings","1838","Nadolol","Whanganui",2022,"999","109",100
"Dispensings","1838","Nadolol","Tairawhiti",2022,"380","51",100
"Dispensings","1838","Nadolol","South Canterbury",2022,"1088","117",100
"Dispensings","1838","Nadolol","Wairarapa",2022,"1067","109",100
"Dispensings","1838","Nadolol","West Coast",2022,"585","57",100
"Dispensings","1838","Nadolol","New Zealand",2022,"57596","6951",100
"Dispensings","1838","Nadolol","Waitemata",2023,"3594","715",100
"Dispensings","1838","Nadolol","Whanganui",2023,"574","101",100
"Dispensings","1838","Nadolol","Canterbury",2023,"8549","1367",100
"Dispensings","1838","Nadolol","Bay of Plenty",2023,"1324","271",100
"Dispensings","1838","Nadolol","Lakes",2023,"845","159",100
"Dispensings","1838","Nadolol","Auckland",2023,"2298","504",100
"Dispensings","1838","Nadolol","Capital & Coast",2023,"1690","353",100
"Dispensings","1838","Nadolol","West Coast",2023,"412","55",100
"Dispensings","1838","Nadolol","Hawke's Bay",2023,"2580","329",100
"Dispensings","1838","Nadolol","Northland",2023,"983","207",100
"Dispensings","1838","Nadolol","Nelson Marlborough",2023,"1348","268",100
"Dispensings","1838","Nadolol","Waikato",2023,"4149","813",100
"Dispensings","1838","Nadolol","South Canterbury",2023,"800","130",100
"Dispensings","1838","Nadolol","MidCentral",2023,"1653","286",100
"Dispensings","1838","Nadolol","Counties Manukau",2023,"2594","522",100
"Dispensings","1838","Nadolol","Southern",2023,"1823","356",100
"Dispensings","1838","Nadolol","Wairarapa",2023,"773","103",100
"Dispensings","1838","Nadolol","Hutt Valley",2023,"1464","220",100
"Dispensings","1838","Nadolol","Taranaki",2023,"739","136",100
"Dispensings","1838","Nadolol","Tairawhiti",2023,"281","78",100
"Dispensings","1838","Nadolol","New Zealand",2023,"38473","6973",100
"Dispensings","1838","Nadolol","South Canterbury",2024,"664","121",100
"Dispensings","1838","Nadolol","Canterbury",2024,"8020","1381",100
"Dispensings","1838","Nadolol","Waitemata",2024,"3222","687",100
"Dispensings","1838","Nadolol","Hutt Valley",2024,"1315","208",100
"Dispensings","1838","Nadolol","Capital & Coast",2024,"1489","314",100
"Dispensings","1838","Nadolol","Bay of Plenty",2024,"1320","281",100
"Dispensings","1838","Nadolol","Waikato",2024,"4112","848",100
"Dispensings","1838","Nadolol","Southern",2024,"1502","318",100
"Dispensings","1838","Nadolol","Taranaki",2024,"686","148",100
"Dispensings","1838","Nadolol","Nelson Marlborough",2024,"1303","260",100
"Dispensings","1838","Nadolol","Counties Manukau",2024,"2307","490",100
"Dispensings","1838","Nadolol","Auckland",2024,"2085","477",100
"Dispensings","1838","Nadolol","Northland",2024,"922","200",100
"Dispensings","1838","Nadolol","Hawke's Bay",2024,"2372","314",100
"Dispensings","1838","Nadolol","Lakes",2024,"777","153",100
"Dispensings","1838","Nadolol","Whanganui",2024,"507","102",100
"Dispensings","1838","Nadolol","Wairarapa",2024,"619","92",100
"Dispensings","1838","Nadolol","Tairawhiti",2024,"235","71",100
"Dispensings","1838","Nadolol","MidCentral",2024,"1491","274",100
"Dispensings","1838","Nadolol","West Coast",2024,"317","63",100
"Dispensings","1838","Nadolol","New Zealand",2024,"35265","6802",100
"Initial dispensings","3793","Naltrexone hydrochloride","Waitemata",2020,"423","216",100
"Initial dispensings","3793","Naltrexone hydrochloride","Auckland",2020,"413","188",100
"Initial dispensings","3793","Naltrexone hydrochloride","Southern",2020,"267","139",100
"Initial dispensings","3793","Naltrexone hydrochloride","Counties Manukau",2020,"317","132",100
"Initial dispensings","3793","Naltrexone hydrochloride","Hawke's Bay",2020,"126","53",100
"Initial dispensings","3793","Naltrexone hydrochloride","Canterbury",2020,"299","149",100
"Initial dispensings","3793","Naltrexone hydrochloride","Hutt Valley",2020,"134","58",100
"Initial dispensings","3793","Naltrexone hydrochloride","Northland",2020,"332","142",100
"Initial dispensings","3793","Naltrexone hydrochloride","Capital & Coast",2020,"369","151",100
"Initial dispensings","3793","Naltrexone hydrochloride","Bay of Plenty",2020,"116","69",100
"Initial dispensings","3793","Naltrexone hydrochloride","Waikato",2020,"307","150",100
"Initial dispensings","3793","Naltrexone hydrochloride","Taranaki",2020,"122","54",100
"Initial dispensings","3793","Naltrexone hydrochloride","Nelson Marlborough",2020,"316","184",100
"Initial dispensings","3793","Naltrexone hydrochloride","MidCentral",2020,"127","57",100
"Initial dispensings","3793","Naltrexone hydrochloride","Whanganui",2020,"27","21",100
"Initial dispensings","3793","Naltrexone hydrochloride","West Coast",2020,"20","11",100
"Initial dispensings","3793","Naltrexone hydrochloride","Wairarapa",2020,"26","14",100
"Initial dispensings","3793","Naltrexone hydrochloride","Lakes",2020,"38","17",100
"Initial dispensings","3793","Naltrexone hydrochloride","South Canterbury",2020,"49","29",100
"Initial dispensings","3793","Naltrexone hydrochloride","Tairawhiti",2020,"28","12",100
"Initial dispensings","3793","Naltrexone hydrochloride","New Zealand",2020,"3856","1846",100
"Initial dispensings","3793","Naltrexone hydrochloride","Counties Manukau",2021,"400","170",100
"Initial dispensings","3793","Naltrexone hydrochloride","Taranaki",2021,"209","96",100
"Initial dispensings","3793","Naltrexone hydrochloride","Waikato",2021,"316","139",100
"Initial dispensings","3793","Naltrexone hydrochloride","Southern",2021,"280","132",100
"Initial dispensings","3793","Naltrexone hydrochloride","Bay of Plenty",2021,"163","79",100
"Initial dispensings","3793","Naltrexone hydrochloride","Northland",2021,"304","131",100
"Initial dispensings","3793","Naltrexone hydrochloride","Nelson Marlborough",2021,"421","250",100
